"unnamed:_0.1","session_id","initiator","start_time","end_time","collaborate_primary","collaborate_secondary","independent_primary","independent_secondary","task_distribution","task_transition","independent_distraction","collaboration_on_distraction","modality","task_allo_and_plann","provision_of_handover_information","info_sharing_and_situ_assess","escalation","information_requesting","responding_to_request","agreement","comparison","unnamed:_0","utterance_id","conversation_id","text","duration","receiver","location","priority","communication_type","stage_based_on_num_of_student","stage_based_on_scenario"
124,149,"green",632.2422,633.0822,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"low",1548,75,60,"Yes, no worries .",0.84,"blue","bed1","secondary","agreement","2. four students",NA
125,149,"green",634,639,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
126,149,"red",634.1722,647.9122,0,0,0,0,0,0,0,0,"dialogue",0,1,0,0,0,0,0,"low",1549,76,60,"So, second, bed number two is Bailey French. So she just came in from ED for appendicitis and her obs are okay, it's just she's febrile, 37.7 .",13.74,"green,yellow","bed2","secondary","provision of handover information","2. four students",NA
127,149,"red",638,642,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
128,149,"green",640,643,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
129,149,"yellow",641,642,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
130,149,"red",643,673,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
131,149,"yellow",643,710,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
132,149,"green",644,662,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
133,149,"red",648.2822,656.6422,0,0,0,0,0,0,0,0,"dialogue",0,1,0,0,0,0,0,"low",1550,77,60,"So we just need to do the pre-op checklist because I got a call from the theatre nurse that they'll be coming in five minutes to get her .",8.36,"green,yellow","bed2","secondary","provision of handover information","2. four students",NA
134,149,"red",659.0222,661.5022,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"low",1551,78,60,"So if one of you could do that that would be great .",2.48,"green,yellow","bed2","secondary","planning","2. four students",NA
135,149,"green",662.2422,663.0022,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1552,79,60,"What would you like to do ?",0.76,"yellow","bed2","secondary","information requesting","2. four students",NA
136,149,"green",663,666,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
137,149,"red",664.1522,669.3222,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,1,0,0,"low",1553,80,60,"So one of you could come with me and do the IV , and you want to do the pre-op checklist ?",5.17,"green,yellow","bed2","secondary","planning,information requesting","2. four students",NA
138,149,"green",666.4622,667.3022,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"low",1554,81,60,"I'll come with you then .",0.84,"blue","bed2","secondary","task allocation","2. four students",NA
139,149,"green",667,670,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
140,149,"blue",669,675,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
141,149,"red",669.7922,672.7422,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,1,"low",1555,82,60,"Okay , I'll just leave you the handover sheet .",2.95,"green","bed2","secondary","agreement,task allocation","2. four students",NA
142,149,"green",671,671,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
143,149,"green",672,672,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
144,149,"green",673,710,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
145,149,"red",674,680,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
146,149,"blue",674.4422,676.1422,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"low",1556,83,60,"I think she needs morphine .",1.7,"red","bed2","secondary","information sharing","2. four students",NA
147,149,"blue",676,684,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
148,149,"red",676.4222,678.0622,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"low",1557,84,60,"Yes .",1.64,"blue","bed2","secondary","agreement","2. four students",NA
149,149,"blue",676.9522,678.0022,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"low",1558,85,60,"I think she needs morphine .",1.05,"red","bed2","secondary","information sharing","2. four students",NA
150,149,"yellow",678.4622,679.0222,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1559,86,60,"pre-op checklist.",0.56,"red","bed2","secondary",NA,"2. four students",NA
151,149,"red",679.8422,684.7822,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,1,0,1,"low",1560,87,60,"Yes , I don't know where it is . Where is it ?",4.94,"yellow","bed2","secondary","agreement,information requesting,information sharing","2. four students",NA
152,149,"red",681,699,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
153,149,"blue",685,696,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
154,149,"red",693.0822,697.0222,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,1,0,"low",1561,88,60,"I don't know where the pre-op checklist , do you know where the pre-op checklist is ?",3.94,"yellow","bed2","secondary","responsing to request,information requesting","2. four students",NA
155,149,"blue",697,699,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
156,149,"blue",698.3222,704.7422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,1,0,0,0,"low",1562,89,60,"Can somebody come help me on this side .",6.42,"green,yellow","bed4","primary","escalation","2. four students",NA
157,149,"green",699.4722,704.8322,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,1,"low",1563,90,60,"All right, well, she's helping with the .",5.36,"yellow","bed2","secondary","agreement,information sharing","2. four students",NA
158,149,"red",699.7022,702.9422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1566,93,61,"What is it ?",3.24,"blue","bed4","primary","information requesting","2. four students",NA
160,149,"red",700,701,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
159,149,"blue",700,704.7422,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
161,149,"yellow",701.3622,701.9222,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"low",1564,91,60,"I know you did that .",0.56,"green","bed2","secondary","information sharing","2. four students",NA
162,149,"red",702,705,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
159,149,"blue",704.7422,704.9022,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
163,149,"blue",704.9022,708.7822,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1567,94,61,"Yes, she said that there's instructions after but is it just in the orders?",3.88,"patient","bed4","primary",NA,"2. four students",NA
159,149,"blue",704.9022,705,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
164,149,"red",705.0422,706.7022,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1568,95,61,"Two.",1.66,"blue","bed4","primary",NA,"2. four students",NA
165,149,"green",705.0622,709.9622,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"low",1565,92,60,"This discharge paper work. All right, I'll help with the discharge .",4.9,"yellow","bed2","secondary","task allocation","2. four students",NA
166,149,"blue",706,712,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
167,149,"red",706,708,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
168,149,"blue",708.7822,716.1022,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,1,"low",1569,96,61,"Yes, that what I am thinking as well , so , I think I need to get the morphine .",7.32,"green,yellow","bed4","primary","agreement,task allocation","2. four students",NA
169,149,"red",709,712,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
170,149,"green",711,711,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
171,149,"yellow",711,745,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
172,149,"red",711.1722,712.8222,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1570,97,61,"I think she's due for morphine, yes ?",1.65,"blue","bed4","primary","information requesting","2. four students",NA
173,149,"green",712,723,0,0,0,0,0,0,1,0,"location",0,0,0,0,0,0,0,"low",NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA
174,149,"blue",713,722,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
175,149,"red",713,721,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
176,149,"red",714.4222,714.6122,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1571,98,61,"Yes .",0.19,"blue","bed4","primary","responsing to request","2. four students",NA
177,149,"green",715.1222,727.0822,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1588,115,63,"Book a physio appointment and get some dressings, is that right? Okay. What dressing do you need specifically? Can you tell me your name and position if that's all right?",11.96,"relative","bed3","secondary",NA,"2. four students",NA
178,149,"blue",718.1022,723.3222,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1572,99,61,"Daughter. Yes. Okay. We'll call your daughter Margaret.",5.22,"patient","bed4","primary",NA,"2. four students",NA
179,149,"red",721.0122,722.5022,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"low",1573,100,61,"He daughter's name is Margaret .",1.49,"blue","bed4","primary","information sharing","2. four students",NA
180,149,"red",722,728,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
181,149,"blue",723,726,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA
182,149,"green",724,729,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA
183,149,"red",725.5422,727.1922,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,1,"low",1574,101,61,"Did you find it ? Okay .",1.65,"blue","bed4","primary","agreement,information requesting","2. four students",NA
184,149,"blue",727,766,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA
185,149,"green",728.6422,730.6822,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1589,116,63,"Oh, your husband. Okay, it's your husband, all right.",2.04,"relative","bed3","secondary",NA,"2. four students",NA
186,149,"red",729,729,0,0,0,0,0,0,1,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
187,149,"green",730,745,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA
188,149,"red",730,732,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
189,149,"red",732.1922,735.4322,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,1,0,0,"low",1575,102,62,"So it's Ceftriaxone one gram , did you want to see the order ?",3.24,"green","cabinet blue","secondary","information requesting,information sharing","2. four students",NA
190,149,"red",733,734,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
191,149,"red",735,736,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
192,149,"green",736.1322,741.2622,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1590,117,63,"Oh, I'm helping you with the. Yes. Yes, double check, sure. All right.",5.13,"relative","bed3","secondary",NA,"2. four students",NA
193,149,"blue",736.2222,742.3122,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1591,118,64,"Hi, it's Shi and I'm just. Oh switchboard.",6.09,"phone","phone","secondary",NA,"2. four students",NA
194,149,"red",737,739,0,0,0,0,0,0,0,1,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
195,149,"red",737.5822,740.4222,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,1,0,0,"low",1576,103,62,"Ceftriaxone ? Because I need a nurse to check with me .",2.84,"green","cabinet blue","secondary","information requesting,information sharing","2. four students",NA
196,149,"red",740,743,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
197,149,"red",742.9622,747.4122,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1577,104,62,"So it's just Ceftriaxone one gram injection, okay, happy ?",4.45,"green","cabinet blue","secondary","information requesting","2. four students",NA
198,149,"red",744,749,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
199,149,"green",746,748,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
200,149,"yellow",746,750,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
201,149,"green",746.7022,748.6622,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1578,105,62,"Yes , let's go.",1.96,"red","bed3","secondary","responsing to request","2. four students",NA
202,149,"blue",746.9522,752.5322,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1592,119,64,"I'm just calling to do with Ruth. She's just come out of surgery.",5.58,"phone","phone","secondary",NA,"2. four students",NA
203,149,"red",747.5322,748.6422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"low",1579,106,62,"Thank you .",1.11,"green","cabinet blue","secondary","agreement","2. four students",NA
204,149,"yellow",748.4822,749.2622,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1594,121,65,"Can I get a pen ?",0.78,"red","other area","secondary","information requesting","2. four students",NA
205,149,"green",749,759,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
206,149,"red",750,753,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
207,149,"yellow",751,753,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
208,149,"green",751.5822,753.4822,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1580,107,62,"I'll be right back with you in a minute.",1.9,"relative","bed3","secondary",NA,"2. four students",NA
209,149,"red",754,755,0,0,0,0,0,0,0,1,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
210,149,"yellow",754,754,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
211,149,"yellow",755,791,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
212,149,"red",755.5622,756.7422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1581,108,62,"Sorry we'll be back.",1.18,"relative","cabinet blue","secondary",NA,"2. four students",NA
213,149,"red",756,760,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
214,149,"red",758.6822,759.6422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1582,109,62,"Ceftriaxone.",0.96,"relative","cabinet blue","secondary",NA,"2. four students",NA
215,149,"blue",759.1422,763.6422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1593,120,64,"Can you put me.? Sorry, I'll call you back. Sorry. Thanks.",4.5,"phone","phone","secondary",NA,"2. four students",NA
216,149,"green",760,796,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
217,149,"red",761,770.3822,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
218,149,"red",762.4822,763.0222,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1583,110,62,"That's just that ?",0.54,"green","cabinet blue","secondary","information requesting","2. four students",NA
219,149,"green",763.2822,766.7422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1584,111,62,"Ceftriaxone. Yes, that's the one .",3.46,"red","cabinet blue","secondary","responsing to request","2. four students",NA
220,149,"red",765.5422,766.0822,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"low",1585,112,62,"Yes .",0.54,"green","cabinet blue","secondary","agreement","2. four students",NA
221,149,"blue",767,772,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
222,149,"red",768.2022,770.3822,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"low",1586,113,62,"So it's an injection, so 0.5 gram .",2.18,"green","cabinet blue","secondary","information sharing","2. four students",NA
223,149,"yellow",768.7422,770.6822,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1595,122,66,"Hey Mrs Bailey, how are you today?",1.94,"patient","bed2","secondary",NA,"2. four students",NA
217,149,"red",770.3822,780.8422,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
224,149,"green",771.4622,774.0022,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1587,114,62,"Well, you know what.",2.54,"red","cabinet blue","secondary",NA,"2. four students",NA
225,149,"blue",773,775,0,0,0,0,0,0,1,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
226,149,"blue",775.8822,780.6422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1597,124,67,"When I called the thing it doesn't go through to. Do I call the number for ?",4.76,"red","cabinet blue","secondary","information requesting","2. four students",NA
227,149,"blue",776,776,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
228,149,"yellow",776.4422,777.2222,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1596,123,66,"Mrs Bailey?",0.78,"patient","bed2","secondary",NA,"2. four students",NA
229,149,"blue",777,778,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA
230,149,"blue",779,786,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA
231,149,"red",780.8422,785.3422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"low",1598,125,67,"Yes, and then the simulation checkboard and then you just ask for her daughter, Margaret .",4.5,"blue","cabinet blue","secondary","responsing to request","2. four students",NA
217,149,"red",780.8422,790.2022,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA
232,149,"blue",785.0722,789.2822,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1599,126,67,"She's like, oh, I'm simulation I can't. Okay try again.",4.21,"red","cabinet blue","secondary",NA,"2. four students",NA
233,149,"blue",787,789,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA
234,149,"red",788.6822,790.2022,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"low",1600,127,67,"But which number would we call ?",1.52,"blue","cabinet blue","secondary","information requesting","2. four students",NA
235,149,"blue",790,790.9322,0,0,0,0,0,0,1,0,"location",0,0,0,0,0,0,0,"low",NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA
217,149,"red",790.2022,797.5622,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
236,149,"blue",790.3222,790.9322,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1601,128,67,"I'll just.",0.61,"red","cabinet blue","secondary",NA,"2. four students",NA
235,149,"blue",790.9322,791.6622,0,0,0,0,0,0,1,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
237,149,"blue",791.6622,795.5922,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1606,133,69,"Sorry, Ruth I'm just trying to get in contact with your daughter.",3.93,"patient","bed4","primary",NA,"2. four students",NA
235,149,"blue",791.6622,792,0,0,0,0,0,0,1,0,"location",0,0,0,0,0,0,0,"low",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA
238,149,"yellow",791.8522,795.6222,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,1,0,0,"low",1602,129,68,"Is my patient awake or are they not responding ? No one's talking .",3.77,"red","bed3","secondary","information requesting,information sharing","2. four students",NA
239,149,"yellow",792,794,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
240,149,"blue",793,795,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA
241,149,"yellow",795,796,0,0,0,0,0,0,1,0,"location",0,0,0,0,0,0,0,"low",NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
242,149,"blue",796,797.7022,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA
243,149,"green",797,805,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
244,149,"yellow",797,804,0,0,0,0,0,0,0,1,"location",0,0,0,0,0,0,0,"low",NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
245,149,"blue",797.2822,797.7022,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1607,134,69,"Yes.",0.42,"patient","bed4","primary",NA,"2. four students",NA
246,149,"red",797.5622,806.7422,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,1,0,"low",1603,130,68,"Why what do you mean ? So they're not going to talk to you, so if you just ask, yes you just talk loudly so that they answer for you .",9.18,"yellow","bed2","secondary","responsing to request,information requesting","2. four students",NA
217,149,"red",797.5622,799,0,0,1,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
242,149,"blue",797.7022,803.5422,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
247,149,"red",800,804,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
248,149,"yellow",801.0822,804.0422,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,1,"low",1604,131,68,"Okay , because they're not talking .",2.96,"red","bed2","secondary","agreement,information sharing","2. four students",NA
249,149,"blue",803.5422,804.8222,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1608,135,70,"Hi, Shi speaking.",1.28,"phone","phone","secondary",NA,"2. four students",NA
242,149,"blue",803.5422,804,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
250,149,"blue",805,806,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
251,149,"red",805,806,0,0,0,0,0,0,0,1,"location",0,0,0,0,0,0,0,"low",NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
252,149,"yellow",805,807,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA
253,149,"green",806,807,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
254,149,"yellow",806.5422,809.4622,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"low",1614,141,71,"Okay. Mrs Bailey how are you today?",2.92,"patient","bed2","secondary",NA,"2. four students",NA
255,149,"blue",807,860,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
256,149,"red",807,812,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
257,149,"green",808,810,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
258,149,"yellow",808,808,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
259,149,"yellow",809,824,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"low",NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA
